id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
648299,1 Bdr Penthouse with Amazing Views,3252663,Craig,,Mission Bay,32.79487,-117.22993,Entire home/apt,104,40,5,2014-07-27,0.06,1,33
651542,Spanish Revival Home with a View,3006274,Kathryn,,Midtown,32.74479,-117.17559,Entire home/apt,175,2,145,2019-07-10,1.94,2,287
653299,*Prime Location!!*99 WaLK Score*,3285020,Rita,,Marina,32.70951,-117.1623,Entire home/apt,152,30,14,2019-06-27,0.19,1,203
655822,Andrade  Spa In Sunny San Diego CA,2356843,Penelope,,Rancho Penasquitos,32.9519,-117.11233,Entire home/apt,200,5,8,2019-07-07,0.25,1,316
657051,Modern w/Jacuzzi Keyless-EZ Parking- blocks to Zoo,3310631,Rosemary,,South Park,32.72287,-117.12472,Entire home/apt,125,1,132,2019-07-09,1.61,2,254
657126,"Steps to la jolla cove, walk to all",3292394,Katie,,La Jolla,32.84588,-117.27058,Private room,155,2,52,2019-06-24,0.62,4,356
670165,Good vibes near the beach at private OB home,3395315,Tyler & Rebecca,,Loma Portal,32.74588,-117.24319,Entire home/apt,85,2,144,2019-06-19,1.77,1,62
670830,"Walk to bay/dwntwn/parkZoo, parking free/Lavender",2315442,Michael,,Park West,32.72704,-117.16424,Private room,39,1,444,2019-06-26,5.32,10,74
674234,"1/2 br condo in San Diego, Mission Valley",103427,Magalie,,West University Heights,32.76267,-117.15929,Entire home/apt,300,1,0,,,4,365
678569,"Walk to all, Village step to beach",3292394,Katie,,La Jolla,32.84543,-117.2699,Private room,165,2,95,2019-07-04,1.21,4,357
691117,Sweet Room in a Unique Property,1156979,Rachael,,City Heights West,32.75342,-117.10573,Private room,35,1,17,2019-07-11,0.21,3,51
691132,"Family Beach Home, 2 Blocks To Sand",129123,Michael,,La Jolla,32.80887,-117.25906,Entire home/apt,465,4,4,2018-07-07,0.05,3,204
