id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18823586,Craftsman Duplex,128550804,Mike,,North Hills,32.74626,-117.13554,Entire home/apt,165,3,10,2018-02-22,0.46,2,69
18825051,Yune 's Cozy Room ( I ),19652072,Yune,,Bay Ho,32.83507,-117.22085,Private room,40,1,16,2019-03-10,0.74,3,348
18825517,Feels like home and Cozy living in the City,10356250,Agatha,,Clairemont Mesa,32.83472,-117.17807,Private room,31,3,17,2019-03-01,0.92,2,360
18825925,Gaslamp Condos 1 BD,8534462,Corp Condos & Apts,,East Village,32.71204,-117.15834,Entire home/apt,189,2,1,2017-06-22,0.05,149,92
18826313,Mission Valley San Diego Condo,16331318,Ryan,,Grantville,32.78601,-117.1097,Private room,64,2,8,2019-02-18,0.37,1,163
18826729,Casita Felicidad is Steps to Old Town & trolley,39855227,Steve & Kathy,,Old Town,32.75442,-117.19673,Entire home/apt,140,2,45,2018-12-29,2.18,1,201
18827158,The San Diego Tech Home - Room B,121500240,Brooke & Amy,,Darnall,32.74556,-117.06537,Private room,50,1,121,2019-02-22,5.55,3,45
18839209,Two bedrooms in LARGE tudor-style Windansea home,50462784,Madeleine,,La Jolla,32.83539,-117.2747,Private room,347,3,0,,,1,0
18840972,Pearl 1 Cottage: In the Heart of La Jolla Village,122352522,Holly & ML,,La Jolla,32.84061,-117.27422,Entire home/apt,138,2,94,2019-02-27,4.31,2,267
18841174,DOWNTOWN CORTEZ HILL TOP FLOOR 1 BEDROOM APARTMENT,29990718,Gary,,Cortez Hill,32.72156,-117.15838,Entire home/apt,127,2,70,2019-03-05,3.29,11,156
18852697,"Perfect Spot in Bay Ho, 10 min to Beach & Downtown",25966246,Sandy,,Bay Ho,32.81459,-117.21123,Entire home/apt,160,2,0,,,1,143
18859401,Restaurant Row Cottage,18414216,Curiel Collection,,Midtown,32.74321,-117.17929,Entire home/apt,199,2,69,2019-02-20,3.24,18,178
18870877,Home away from home,131368458,Tillema,,College Area,32.76334,-117.06629,Private room,149,1,8,2018-07-01,0.40,1,0
18871499,Water view suite next to Seaport& convention,125286291,May,,Marina,32.71368,-117.1715,Entire home/apt,200,5,0,,,1,0
18872942,Pearl 2 Cottage: In the Heart of La Jolla Village,122352522,Holly & ML,,La Jolla,32.8401,-117.273,Entire home/apt,145,2,104,2019-03-05,4.79,2,176
18873104,"Dual Master, Private Townhouse - 3 Blocks to Beach",65943955,Jason,,Pacific Beach,32.80298,-117.25245,Entire home/apt,149,2,104,2019-03-04,4.79,1,38
18878151,One Bedroom Apt in Ocean Beach near the beach,131548125,Amanda,,Ocean Beach,32.75318,-117.24573,Entire home/apt,149,1,6,2017-07-14,0.28,1,0
18878574,San Diego 1x1 Apt in Little Italy! Walk/Dine/Shop,94217262,WestCo,,Little Italy,32.72198,-117.16799,Entire home/apt,89,2,106,2019-03-06,4.92,6,102
18879302,Family and Pet Friendly Beach Bungalow,37148046,Russell,,Pacific Beach,32.80535,-117.23867,Entire home/apt,159,2,39,2019-03-08,1.83,1,298
18894678,Executive Furnished Condo In Golden Hill San Diego,130954997,Heather,,Balboa Park,32.71829,-117.13615,Entire home/apt,135,25,0,,,21,365
18896188,Seaside Bliss,15248342,Patrick,,La Jolla,32.81493,-117.27201,Entire home/apt,899,3,19,2019-02-20,0.92,1,332
18896517,Gaslamp Condos 1 BD 1,8534462,Corp Condos & Apts,,East Village,32.71263,-117.15803,Entire home/apt,189,2,3,2017-10-27,0.14,149,98
18896522,Gaslamp Condos 1 BD 2,8534462,Corp Condos & Apts,,East Village,32.71111,-117.15866,Entire home/apt,189,2,3,2017-11-26,0.17,149,98
18898448,"*UPGRADED* 1st Floor Family Beach Home- Private Patio, NO STAIRS!",88168913,710 Beach Rentals,,Mission Bay,32.76557,-117.25062,Entire home/apt,395,1,5,2018-11-21,0.23,139,279
18898449,"FAMILY Beach House w/ AC- Sleeps 10 + 2-Car Garage + Loft, BEACH LIVING!",88168913,710 Beach Rentals,,Mission Bay,32.76513,-117.25107,Entire home/apt,595,1,16,2019-02-19,0.91,139,291
18900657,Specials!! Two blocks to Ocean & Sunset Cliffs,131719676,Sherry,,Ocean Beach,32.73493,-117.25155,Entire home/apt,165,2,106,2019-03-05,5.03,1,46
18911291,Dave's Garden Home With a View!,125069134,David,,Roseville,32.72482,-117.23323,Entire home/apt,175,2,29,2019-01-21,1.36,1,1
18911696,North Park 2bd Walking Distance To Everything :),8334171,Paul,,North Hills,32.75168,-117.1306,Entire home/apt,119,3,6,2017-07-13,0.28,1,0
18914312,"Amazing Views, Pool, 1920s Craftsman in Point Loma",117221125,Stephanie,,Roseville,32.72637,-117.23395,Entire home/apt,570,3,12,2018-12-29,0.61,1,231
18914997,"Location Location ! Studio Gaslamp lotslight
Apt E",38196811,Jo,,Gaslamp Quarter,32.71303,-117.15999,Entire home/apt,175,2,75,2019-03-04,3.73,6,306
18915012,Heart of Gaslamp Downtown love it!  Apt F,38196811,Jo,,Gaslamp Quarter,32.71434,-117.15986,Entire home/apt,180,2,82,2019-03-04,3.77,6,312
18917085,Mission Hills Condo with Amazing View!,73401452,Chaz,,Old Town,32.74476,-117.18346,Entire home/apt,215,2,6,2019-01-29,0.29,2,0
18917100,San Diego Townhome w/ Ocean Views from Balcony!,126644161,Evolve,,Mission Bay,32.7852,-117.25357,Entire home/apt,625,3,0,,,35,39
18919796,Cozy Beach Cottage,9038795,Steve,,Mission Bay,32.78844,-117.25309,Entire home/apt,135,2,102,2019-02-16,4.71,3,248
18927829,Convenient PB Room #2,83918893,Elliott,,Pacific Beach,32.80463,-117.24398,Private room,45,1,23,2019-02-23,1.31,2,83
18928381,Cozy quiet family beach cottage with private patio,88945944,Phue,,Mission Bay,32.77424,-117.2507,Entire home/apt,113,2,15,2019-02-18,0.71,1,80
18928511,Gaslamp Private Room w Indoor Garage,14622431,Melisa,,East Village,32.7133,-117.15604,Private room,83,1,72,2018-12-05,3.44,2,0
18929500,Beautiful Downtown Victorian on a Hill,6989346,John,,Grant Hill,32.71059,-117.13893,Entire home/apt,139,3,35,2019-02-25,1.64,11,270
18945501,Mission Beach Ocean View 1 BDRM w/Large Patio,3324885,Bobby,,Mission Bay,32.77815,-117.25339,Entire home/apt,149,1,88,2019-02-22,4.36,45,59
18945817,Historic Estate with en suite bath & king bed.,16334360,Kit,,Northwest,32.62621,-117.06349,Private room,85,2,21,2018-09-03,1.04,3,365
18946464,Garden suite with private entry,132088295,Philip,,Balboa Park,32.71601,-117.14325,Private room,80,1,36,2019-03-03,1.75,1,90
18947499,Charming Bedroom w/private bath in the heart of PB,64033588,Jane,,Pacific Beach,32.8023,-117.24466,Private room,59,2,5,2018-09-24,0.23,1,0
18947704,Travel Writer's Pad,71691270,Maggie,,Rolando,32.76638,-117.04585,Entire home/apt,137,2,33,2019-03-09,4.76,1,275
18954817,NORTH PARK HOSPITALITY.,132165288,Mark,,North Hills,32.76084,-117.13147,Shared room,32,1,3,2017-07-23,0.14,2,0
18955337,Stunning Studio in Gaslamp Quarter by Sonder,12243051,Sonder,,Gaslamp Quarter,32.71307,-117.16069,Entire home/apt,140,2,41,2018-12-21,1.89,83,257
18957492,Charming Studio in Gaslamp Quarter by Sonder,12243051,Sonder,,Gaslamp Quarter,32.71314,-117.16041,Entire home/apt,145,2,27,2019-01-02,1.24,83,264
18958240,OCEANFRONT Beach House directly on the Boardwalk,15255144,Neslihan,,Mission Bay,32.78921,-117.25405,Entire home/apt,299,3,118,2019-02-24,5.48,4,277
18958877,Waterhaven - a Pondside Oasis,27475520,Bruce And Grant,,Midtown,32.7433,-117.14811,Entire home/apt,129,2,103,2019-03-10,4.78,1,275
18961545,Best Centrally located Coastal Community!,14768987,Jaime,,North Clairemont,32.83684,-117.19336,Entire home/apt,400,4,12,2018-12-28,0.59,1,173
18976799,Fine Modern Living in Ocean Beach Townhome,1160922,John,,Loma Portal,32.74731,-117.22674,Entire home/apt,120,2,8,2017-08-28,0.37,1,0
18993007,TWO Connecting Homes! Convienient  location!,17850692,Holly,,Balboa Park,32.71595,-117.13565,Entire home/apt,526,3,5,2018-10-09,0.26,6,144
18996532,$130Walk to Water CAC 3 BRs 2 Masters FreeWiFi BBQ,131834846,Kathleen,,Mission Bay,32.79549,-117.23137,Entire home/apt,200,3,31,2019-02-27,1.52,1,134
18998165,ROOM for YOU! Mission Valley West in  San Diego,43134009,Elizabeth,,Moreno Mission,32.76566,-117.18198,Private room,60,1,15,2018-07-22,0.72,1,0
19000400,Newly remodeled 10th floor oceanfront condo,132562597,Chris,,Pacific Beach,32.80119,-117.25898,Entire home/apt,350,3,40,2019-02-18,1.96,1,269
19000609,"3Br, 3.5 Ba - Enjoy SD with your Friends & Family",124985349,Tony,,Pacific Beach,32.80048,-117.24212,Entire home/apt,275,4,53,2019-02-09,2.49,1,265
19013463,Rooms of Grace - 2 Rooms,95984465,Gerard,,Clairemont Mesa,32.8076,-117.1908,Private room,195,2,4,2017-09-18,0.19,4,87
19014456,Upscale Downtown Lofts 1BD 1,8534462,Corp Condos & Apts,,East Village,32.71349,-117.15434,Entire home/apt,150,2,0,,,149,170
19014474,Upscale Downtown Lofts Studio 3,8534462,Corp Condos & Apts,,East Village,32.71337,-117.15592,Entire home/apt,130,2,0,,,149,151
19014591,Upscale Downtown Lofts Studio 2,8534462,Corp Condos & Apts,,East Village,32.71348,-117.15575,Entire home/apt,130,2,2,2017-11-01,0.11,149,0
19014595,Upscale Downtown Lofts Studio 1,8534462,Corp Condos & Apts,,East Village,32.71246,-117.15434,Entire home/apt,130,2,1,2017-09-12,0.05,149,166
19014600,Upscale Downtown Lofts Studio 4,8534462,Corp Condos & Apts,,East Village,32.71248,-117.1564,Entire home/apt,130,2,2,2017-09-04,0.10,149,164
19016228,Private Room Near Balboa Park / Downtown SD,108595114,Ashley,,Normal Heights,32.76604,-117.12443,Private room,140,1,3,2017-07-23,0.15,1,0
